,events.out.tfevents.1556883299.gpu19
195,33.459999084472656
391,50.93000030517578
587,56.2400016784668
783,67.88999938964844
979,72.0
1175,74.70999908447266
1371,71.87999725341797
1567,76.66000366210938
1763,77.12999725341797
1959,79.13999938964844
2155,79.0
2351,77.76000213623047
2547,80.9800033569336
2743,82.1500015258789
2939,83.51000213623047
3135,83.0999984741211
3331,83.52999877929688
3527,83.18000030517578
3723,83.66999816894531
3919,83.54000091552734
4115,85.4000015258789
4311,84.2300033569336
4507,81.86000061035156
4703,85.33000183105469
4899,82.7300033569336
5095,84.58000183105469
5291,85.3499984741211
5487,85.51000213623047
5683,86.02999877929688
5879,85.62000274658203
6075,85.48999786376953
6271,86.58999633789062
6467,86.43000030517578
6663,85.69000244140625
6859,85.31999969482422
7055,85.73999786376953
7251,85.94000244140625
7447,85.69000244140625
7643,85.9000015258789
7839,86.5999984741211
8035,85.7699966430664
8231,85.38999938964844
8427,85.08999633789062
8623,83.76000213623047
8819,84.80000305175781
9015,87.1500015258789
9211,85.23999786376953
9407,85.33000183105469
9603,87.4000015258789
9799,86.0999984741211
9995,91.47000122070312
10191,91.66000366210938
10387,91.80999755859375
10583,92.06999969482422
10779,91.66999816894531
10975,91.87999725341797
11171,91.9800033569336
11367,92.08000183105469
11563,91.7699966430664
11759,91.91999816894531
11955,92.05999755859375
12151,91.94000244140625
12347,91.91999816894531
12543,91.33999633789062
12739,92.0999984741211
12935,91.62000274658203
13131,91.54000091552734
13327,91.72000122070312
13523,91.91999816894531
13719,92.0999984741211
13915,92.08999633789062
14111,92.16000366210938
14307,92.30999755859375
14503,92.30999755859375
14699,92.36000061035156
14895,92.18000030517578
15091,92.30000305175781
15287,92.38999938964844
15483,92.23999786376953
15679,91.80000305175781
15875,92.30999755859375
16071,92.19999694824219
16267,92.2300033569336
16463,92.01000213623047
16659,92.16000366210938
16855,92.37999725341797
17051,92.25
17247,92.33999633789062
17443,92.01000213623047
17639,91.91000366210938
17835,91.91999816894531
18031,92.18000030517578
18227,91.94000244140625
18423,91.8499984741211
18619,92.19000244140625
18815,92.02999877929688
19011,92.16000366210938
19207,91.88999938964844
19403,92.08000183105469
19599,91.98999786376953
19795,91.91999816894531
19991,91.95999908447266
20187,92.29000091552734
20383,92.13999938964844
20579,91.94999694824219
20775,91.9000015258789
20971,91.95999908447266
21167,92.22000122070312
21363,92.31999969482422
21559,91.98999786376953
21755,92.02999877929688
21951,91.94000244140625
22147,91.7699966430664
22343,92.0
22539,92.4800033569336
22735,92.11000061035156
22931,91.87000274658203
23127,92.04000091552734
23323,92.0999984741211
23519,91.69000244140625
23715,92.18000030517578
23911,92.08000183105469
24107,92.05000305175781
24303,91.80999755859375
24499,92.0199966430664
24695,92.0
24891,91.98999786376953
25087,91.94000244140625
25283,91.8499984741211
25479,91.8499984741211
25675,92.0199966430664
25871,92.01000213623047
26067,92.05000305175781
26263,91.93000030517578
26459,92.11000061035156
26655,92.37999725341797
26851,92.0
27047,91.88999938964844
27243,92.01000213623047
27439,92.08999633789062
27635,91.97000122070312
27831,92.0199966430664
28027,91.87000274658203
28223,91.73999786376953
28419,91.93000030517578
28615,91.80999755859375
28811,91.76000213623047
29007,91.94999694824219
29203,92.12999725341797
29399,92.19999694824219
29595,91.8499984741211
