,events.out.tfevents.1556950521.gpu17
195,2.1735548973083496
391,1.8857879638671875
587,1.7952277660369873
783,1.5234735012054443
979,1.3536903858184814
1175,1.040649652481079
1371,0.9523812532424927
1567,0.7725967168807983
1763,1.0955101251602173
1959,1.0026757717132568
2155,0.8820294141769409
2351,0.7382591962814331
2547,0.61549973487854
2743,0.5047656893730164
2939,0.6450752019882202
3135,0.7760253548622131
3331,0.7102089524269104
3527,0.7033427357673645
3723,0.6130366325378418
3919,0.5656435489654541
4115,0.6325844526290894
4311,0.738376796245575
4507,0.784464955329895
4703,0.47972264885902405
4899,0.4192389249801636
5095,0.5026406645774841
5291,0.580969512462616
5487,0.9368296265602112
5683,0.4887034296989441
5879,0.6739447116851807
6075,0.4295838475227356
6271,0.48709195852279663
6467,0.5105692148208618
6663,0.5748555660247803
6859,0.667815089225769
7055,0.2583516538143158
7251,0.3242233097553253
7447,0.4922979176044464
7643,0.5198456048965454
7839,0.3974609375
8035,0.494213342666626
8231,0.6429784297943115
8427,0.30458056926727295
8623,0.6196744441986084
8819,0.7157202959060669
9015,0.317745566368103
9211,0.3687272071838379
9407,0.3630548119544983
9603,0.3329262137413025
9799,0.5680720806121826
9995,0.21144834160804749
10191,0.29598331451416016
10387,0.14897102117538452
10583,0.08113203197717667
10779,0.10845541954040527
10975,0.2046559453010559
11171,0.1922912299633026
11367,0.08512650430202484
11563,0.05660548433661461
11759,0.04646758735179901
11955,0.056187164038419724
12151,0.08255436271429062
12347,0.15256714820861816
12543,0.08530392497777939
12739,0.1618042141199112
12935,0.012400047853589058
13131,0.027195513248443604
13327,0.13439755141735077
13523,0.12268539518117905
13719,0.06491134315729141
13915,0.03975024074316025
14111,0.06844664365053177
14307,0.008442908525466919
14503,0.049821000546216965
14699,0.013293837197124958
14895,0.27919337153434753
15091,0.11965514719486237
15287,0.027384579181671143
15483,0.023467831313610077
15679,0.0186801515519619
15875,0.05300357565283775
16071,0.007832479663193226
16267,0.07221979647874832
16463,0.07284240424633026
16659,0.05588555335998535
16855,0.05177595838904381
17051,0.01868770644068718
17247,0.011264788918197155
17443,0.061163194477558136
17639,0.031709033995866776
17835,0.08271929621696472
18031,0.007352936081588268
18227,0.029221348464488983
18423,0.04030635580420494
18619,0.033618196845054626
18815,0.14871028065681458
19011,0.004495352506637573
19207,0.03220756724476814
19403,0.020854711532592773
19599,0.19138969480991364
19795,0.041313476860523224
19991,0.007947081699967384
20187,0.021467994898557663
20383,0.005788642447441816
20579,0.052076809108257294
20775,0.0014329493278637528
20971,0.010726964101195335
21167,0.0016927660908550024
21363,0.037797264754772186
21559,0.027800392359495163
21755,0.01944570615887642
21951,0.07491669058799744
22147,0.004906743764877319
22343,0.11731302738189697
22539,0.03394188731908798
22735,0.005645340774208307
22931,0.059237223118543625
23127,0.04154388979077339
23323,0.003722983645275235
23519,0.04859992861747742
23715,0.006162708625197411
23911,0.05141901597380638
24107,0.0032117068767547607
24303,0.007557803299278021
24499,0.05523340031504631
24695,0.10171899944543839
24891,0.0035287917125970125
25087,0.007764792535454035
25283,0.09542332589626312
25479,0.048343416303396225
25675,0.0752260759472847
25871,0.07067480683326721
26067,0.0031712413765490055
26263,0.011871892027556896
26459,0.018612593412399292
26655,0.09663431346416473
26851,0.0066149295307695866
27047,0.00847938098013401
27243,0.061398766934871674
27439,0.015449052676558495
27635,0.043435100466012955
27831,0.024465978145599365
28027,0.048864543437957764
28223,0.006445676553994417
28419,0.024368546903133392
28615,0.003559029195457697
28811,0.011712629348039627
29007,0.049703843891620636
29203,0.028371021151542664
29399,0.0213485024869442
29595,0.013457625173032284
