,events.out.tfevents.1556883351.gpu2.cse.cuhk.edu.hk
195,2.174598217010498
391,1.8898686170578003
587,1.9710431098937988
783,1.6045273542404175
979,1.3475958108901978
1175,0.993908166885376
1371,0.9287572503089905
1567,0.8192049264907837
1763,0.9890825748443604
1959,0.989203155040741
2155,1.1786165237426758
2351,1.099292516708374
2547,0.9498385190963745
2743,1.1061365604400635
2939,0.7394145131111145
3135,0.5857219696044922
3331,0.6160825490951538
3527,0.7081305384635925
3723,0.3885907828807831
3919,0.3758588433265686
4115,0.4482070803642273
4311,0.4005698263645172
4507,0.5719102621078491
4703,0.4097367525100708
4899,0.6124377846717834
5095,0.5704367160797119
5291,0.6194974780082703
5487,0.5350633263587952
5683,0.34564703702926636
5879,0.4064216613769531
6075,0.38897913694381714
6271,0.35325998067855835
6467,0.5248375535011292
6663,0.37842077016830444
6859,0.5346760153770447
7055,0.43536657094955444
7251,0.3660697340965271
7447,0.46612676978111267
7643,0.3860986828804016
7839,0.42376047372817993
8035,0.3463917374610901
8231,0.4507206082344055
8427,0.7913166284561157
8623,0.2814564108848572
8819,0.34720128774642944
9015,0.28004446625709534
9211,0.47715944051742554
9407,0.6032017469406128
9603,0.3226439356803894
9799,0.4517940878868103
9995,0.17841015756130219
10191,0.14653827250003815
10387,0.10377124696969986
10583,0.24848388135433197
10779,0.2596205174922943
10975,0.10606493055820465
11171,0.10577484965324402
11367,0.07685413211584091
11563,0.0763525664806366
11759,0.10575586557388306
11955,0.17567078769207
12151,0.1313602328300476
12347,0.24628977477550507
12543,0.19191642105579376
12739,0.057729221880435944
12935,0.19385579228401184
13131,0.1439802199602127
13327,0.18146038055419922
13523,0.05715590715408325
13719,0.07454806566238403
13915,0.01642252877354622
14111,0.005872023291885853
14307,0.05446072295308113
14503,0.026687616482377052
14699,0.016092929989099503
14895,0.036568522453308105
15091,0.05465907230973244
15287,0.06776782870292664
15483,0.005672893021255732
15679,0.072003073990345
15875,0.008860248140990734
16071,0.003356638364493847
16267,0.00565968407317996
16463,0.026093225926160812
16659,0.08976131677627563
16855,0.0029693127144128084
17051,0.004212081432342529
17247,0.02722391113638878
17443,0.004912069533020258
17639,0.006621998734772205
17835,0.008038947358727455
18031,0.025614358484745026
18227,0.047117676585912704
18423,0.026643501594662666
18619,0.006036418490111828
18815,0.06223398819565773
19011,0.0041331020183861256
19207,0.009569499641656876
19403,0.011824274435639381
19599,0.005917912349104881
19795,0.09993688762187958
19991,0.09786169230937958
20187,0.054840754717588425
20383,0.035051602870225906
20579,0.008191057480871677
20775,0.0756775438785553
20971,0.007158172316849232
21167,0.007963115349411964
21363,0.09403076767921448
21559,0.04623638838529587
21755,0.013075675815343857
21951,0.0752975195646286
22147,0.011896840296685696
22343,0.011137355118989944
22539,0.0021234662272036076
22735,0.04512113705277443
22931,0.058876361697912216
23127,0.03097699210047722
23323,0.0022170364391058683
23519,0.046191345900297165
23715,0.0029177844990044832
23911,0.1445893496274948
24107,0.0026706040371209383
24303,0.05390236899256706
24499,0.003733706660568714
24695,0.057177264243364334
24891,0.007136404514312744
25087,0.11488953232765198
25283,0.08760052919387817
25479,0.04851572960615158
25675,0.008336531929671764
25871,0.004576653242111206
26067,0.06868406385183334
26263,0.1252470165491104
26459,0.10072784125804901
26655,0.04314473643898964
26851,0.008967888541519642
27047,0.0027005611918866634
27243,0.018372412770986557
27439,0.06704717129468918
27635,0.007791632320731878
27831,0.007824590429663658
28027,0.009154066443443298
28223,0.023726828396320343
28419,0.00363022368401289
28615,0.01349731720983982
28811,0.045222409069538116
29007,0.0025693208444863558
29203,0.06227893382310867
29399,0.013057518750429153
29595,0.06980158388614655
