,events.out.tfevents.1556935317.gpu4.cse.cuhk.edu.hk
195,19.479999542236328
391,30.8799991607666
587,45.5
783,57.619998931884766
979,65.31999969482422
1175,69.18000030517578
1371,76.80000305175781
1567,67.16999816894531
1763,79.81999969482422
1959,80.20999908447266
2155,82.0
2351,82.0199966430664
2547,84.58000183105469
2743,81.43000030517578
2939,83.62000274658203
3135,84.81999969482422
3331,83.55999755859375
3527,85.80000305175781
3723,85.69000244140625
3919,86.62000274658203
4115,83.43000030517578
4311,85.9800033569336
4507,86.36000061035156
4703,86.76000213623047
4899,85.95999908447266
5095,84.4800033569336
5291,86.12000274658203
5487,87.0199966430664
5683,85.05000305175781
5879,86.69000244140625
6075,86.79000091552734
6271,88.51000213623047
6467,86.18000030517578
6663,87.88999938964844
6859,86.9000015258789
7055,89.0999984741211
7251,88.73999786376953
7447,87.80000305175781
7643,88.04000091552734
7839,87.7300033569336
8035,88.22000122070312
8231,87.0199966430664
8427,88.51000213623047
8623,87.91000366210938
8819,88.0
9015,87.52999877929688
9211,87.83000183105469
9407,87.66000366210938
9603,85.87999725341797
9799,89.3499984741211
9995,93.20999908447266
10191,93.86000061035156
10387,93.94999694824219
10583,93.93000030517578
10779,93.94999694824219
10975,94.18000030517578
11171,94.33000183105469
11367,93.98999786376953
11563,94.08999633789062
11759,94.41000366210938
11955,94.44000244140625
12151,94.37999725341797
12347,93.94999694824219
12543,94.06999969482422
12739,94.08000183105469
12935,93.95999908447266
13131,94.08999633789062
13327,93.91999816894531
13523,94.08000183105469
13719,94.19000244140625
13915,94.4000015258789
14111,94.6500015258789
14307,94.41000366210938
14503,94.30000305175781
14699,94.30999755859375
14895,94.66000366210938
15091,94.5199966430664
15287,94.76000213623047
15483,94.25
15679,94.4800033569336
15875,94.5199966430664
16071,94.45999908447266
16267,94.33999633789062
16463,94.1500015258789
16659,94.33000183105469
16855,94.4000015258789
17051,94.55999755859375
17247,94.33000183105469
17443,94.12000274658203
17639,94.58000183105469
17835,94.41000366210938
18031,94.44000244140625
18227,94.55999755859375
18423,94.4800033569336
18619,94.27999877929688
18815,94.4000015258789
19011,94.27999877929688
19207,93.91999816894531
19403,94.44000244140625
19599,94.1500015258789
19795,94.52999877929688
19991,94.4000015258789
20187,94.23999786376953
20383,94.38999938964844
20579,94.37000274658203
20775,94.41000366210938
20971,94.16000366210938
21167,94.25
21363,94.36000061035156
21559,94.38999938964844
21755,94.30999755859375
21951,94.05000305175781
22147,94.4000015258789
22343,94.19999694824219
22539,94.56999969482422
22735,94.4000015258789
22931,94.12999725341797
23127,93.94000244140625
23323,94.41999816894531
23519,94.0999984741211
23715,94.38999938964844
23911,94.37999725341797
24107,94.61000061035156
24303,94.06999969482422
24499,94.05000305175781
24695,94.23999786376953
24891,93.91000366210938
25087,94.18000030517578
25283,94.62999725341797
25479,94.12000274658203
25675,94.2699966430664
25871,94.16000366210938
26067,94.0
26263,94.13999938964844
26459,93.83999633789062
26655,94.30000305175781
26851,93.88999938964844
27047,93.93000030517578
27243,94.18000030517578
27439,94.25
27635,94.12000274658203
27831,94.1500015258789
28027,94.12000274658203
28223,94.11000061035156
28419,94.20999908447266
28615,94.26000213623047
28811,94.44999694824219
29007,94.29000091552734
29203,94.12000274658203
29399,94.29000091552734
29595,94.0199966430664
