,events.out.tfevents.1556435940.gpu2.cse.cuhk.edu.hk,events.out.tfevents.1556537956.gpu2.cse.cuhk.edu.hk
195,3.489255666732788,3.554274559020996
391,3.007295608520508,2.995853900909424
587,2.869746208190918,2.9734044075012207
783,2.747361898422241,2.6541011333465576
979,2.676236629486084,2.7957098484039307
1175,2.6349596977233887,2.3772194385528564
1371,2.4237120151519775,2.4341583251953125
1567,2.2767398357391357,2.252249240875244
1763,2.0706167221069336,2.216623067855835
1959,2.109133720397949,2.1633124351501465
2155,2.540504217147827,2.556097984313965
2351,2.173466444015503,2.0812854766845703
2547,2.008671522140503,2.122982978820801
2743,2.312131643295288,2.07985520362854
2939,1.6771156787872314,1.65518057346344
3135,1.6918597221374512,1.7091695070266724
3331,2.369774580001831,2.2569522857666016
3527,1.5948083400726318,1.5546154975891113
3723,1.983290433883667,1.9012528657913208
3919,2.151756763458252,1.9969412088394165
4115,1.9602062702178955,1.8484963178634644
4311,1.9010367393493652,1.8983283042907715
4507,2.017279624938965,1.8929613828659058
4703,1.7685608863830566,1.6810262203216553
4899,2.126708507537842,1.730952262878418
5095,2.046903133392334,2.031975746154785
5291,2.053766965866089,1.8619604110717773
5487,1.7594810724258423,1.7872706651687622
5683,1.9119179248809814,1.8258569240570068
5879,1.8456547260284424,1.880671739578247
6075,1.7665992975234985,1.8926509618759155
6271,2.432537078857422,2.278029203414917
6467,1.768354892730713,1.646589756011963
6663,1.703080654144287,1.6566674709320068
6859,1.7856204509735107,1.6620292663574219
7055,1.6599812507629395,1.7725203037261963
7251,2.0591554641723633,1.8540191650390625
7447,1.773789644241333,1.7382630109786987
7643,1.7969069480895996,1.687408208847046
7839,2.163576126098633,2.148771047592163
8035,2.1665422916412354,1.8980772495269775
8231,2.008601427078247,1.9304165840148926
8427,1.9304895401000977,1.8547203540802002
8623,1.7859044075012207,1.9182308912277222
8819,2.1193342208862305,2.337273597717285
9015,1.8527346849441528,1.9361159801483154
9211,1.8534443378448486,1.897161602973938
9407,1.8338319063186646,1.857480525970459
9603,1.3366878032684326,1.3240492343902588
9799,1.8768227100372314,1.941889762878418
9995,1.3348027467727661,1.5136125087738037
10191,1.4082448482513428,1.4714405536651611
10387,1.190613865852356,1.1773920059204102
10583,1.201977014541626,1.3553497791290283
10779,1.2076126337051392,1.1819249391555786
10975,1.1626715660095215,1.1074635982513428
11171,1.0836782455444336,1.2337113618850708
11367,1.0102972984313965,0.9132732152938843
11563,1.0161385536193848,1.0932953357696533
11759,1.2304720878601074,1.2357983589172363
11955,1.2510257959365845,1.1493943929672241
12151,0.9970419406890869,1.0693466663360596
12347,1.0613386631011963,1.0593972206115723
12543,0.9435506463050842,0.9973974227905273
12739,0.880226194858551,0.9016802310943604
12935,0.9565225839614868,0.9544116854667664
13131,0.9802208542823792,0.859137237071991
