,events.out.tfevents.1556956705.gpu2.cse.cuhk.edu.hk
195,2.1282780170440674
391,1.9086122512817383
587,1.7991915941238403
783,1.3366694450378418
979,1.3115521669387817
1175,0.8234620094299316
1371,0.8664926290512085
1567,0.7328853607177734
1763,1.0181946754455566
1959,0.981546938419342
2155,1.0502475500106812
2351,0.7189420461654663
2547,0.7868121862411499
2743,0.6177670955657959
2939,0.6050533056259155
3135,0.7423694133758545
3331,0.7055072784423828
3527,0.6960259675979614
3723,0.8026593923568726
3919,0.49509885907173157
4115,0.6799876093864441
4311,0.5884978771209717
4507,0.6044578552246094
4703,0.5887356996536255
4899,0.45539647340774536
5095,0.4059149920940399
5291,0.5201734304428101
5487,0.8848128914833069
5683,0.4305649399757385
5879,0.5118968486785889
6075,0.4902980327606201
6271,0.31265050172805786
6467,0.6648310422897339
6663,0.5916807055473328
6859,0.3738895654678345
7055,0.25302654504776
7251,0.5842574238777161
7447,0.6303121447563171
7643,0.5127161145210266
7839,0.4626131057739258
8035,0.528023898601532
8231,0.7577290534973145
8427,0.2048034965991974
8623,0.6765044927597046
8819,0.8494113087654114
9015,0.30012673139572144
9211,0.26532626152038574
9407,0.3999430239200592
9603,0.3943311274051666
9799,0.43730515241622925
9995,0.23257890343666077
10191,0.35692256689071655
10387,0.07161298394203186
10583,0.05963614210486412
10779,0.08866176009178162
10975,0.1286579668521881
11171,0.05030196160078049
11367,0.10083794593811035
11563,0.03987831249833107
11759,0.09124866127967834
11955,0.10577128827571869
12151,0.03508604317903519
12347,0.1612846702337265
12543,0.15738701820373535
12739,0.047621652483940125
12935,0.030602753162384033
13131,0.1442853808403015
13327,0.048376984894275665
13523,0.041926901787519455
13719,0.04357258602976799
13915,0.059648431837558746
14111,0.009883356280624866
14307,0.015735547989606857
14503,0.1559847891330719
14699,0.02153640054166317
14895,0.21972361207008362
15091,0.018923653289675713
15287,0.0058533488772809505
15483,0.07182587683200836
15679,0.013461774215102196
15875,0.042338281869888306
16071,0.04110827296972275
16267,0.012392038479447365
16463,0.02067885734140873
16659,0.008232027292251587
16855,0.022389745339751244
17051,0.0032907426357269287
17247,0.028284430503845215
17443,0.044295381754636765
17639,0.004075211472809315
17835,0.018812691792845726
18031,0.003371661761775613
18227,0.03741863742470741
18423,0.007752472534775734
18619,0.010150199756026268
18815,0.05127870664000511
19011,0.029241740703582764
19207,0.09966520220041275
19403,0.008319186978042126
19599,0.029909545555710793
19795,0.08577471971511841
19991,0.0034472644329071045
20187,0.05365406721830368
20383,0.02910088375210762
20579,0.013468730263411999
20775,0.007479584310203791
20971,0.045495521277189255
21167,0.008487897925078869
21363,0.003145623253658414
21559,0.07073213160037994
21755,0.0058601973578333855
21951,0.033416613936424255
22147,0.0672025978565216
22343,0.004077988676726818
22539,0.015061276033520699
22735,0.00779227027669549
22931,0.03445260971784592
23127,0.0817001685500145
23323,0.12065592408180237
23519,0.08126143366098404
23715,0.009142524562776089
23911,0.05266866087913513
24107,0.002622890518978238
24303,0.022264406085014343
24499,0.06542104482650757
24695,0.018336385488510132
24891,0.04247389733791351
25087,0.009941374883055687
25283,0.013211477547883987
25479,0.012310129590332508
25675,0.03243062272667885
25871,0.015207994729280472
26067,0.05990336462855339
26263,0.01917940378189087
26459,0.0022186697460711002
26655,0.03794324770569801
26851,0.05231085047125816
27047,0.004183077719062567
27243,0.01123084407299757
27439,0.008773302659392357
27635,0.04794163256883621
27831,0.015494095161557198
28027,0.06744767725467682
28223,0.006063276901841164
28419,0.006764889229089022
28615,0.01890616863965988
28811,0.020147956907749176
29007,0.03263498842716217
29203,0.00938944797962904
29399,0.02201133221387863
29595,0.045246005058288574
