,events.out.tfevents.1556392695.gpu2.cse.cuhk.edu.hk
195,52.369998931884766
391,69.41000366210938
587,73.54000091552734
783,77.37000274658203
979,76.33000183105469
1175,78.11000061035156
1371,76.5999984741211
1567,78.55999755859375
1763,80.55999755859375
1959,79.04000091552734
2155,80.30000305175781
2351,82.83000183105469
2547,82.55999755859375
2743,82.0
2939,82.70999908447266
3135,80.83000183105469
3331,81.94000244140625
3527,83.13999938964844
3723,82.08999633789062
3919,83.70999908447266
4115,82.62999725341797
4311,81.37999725341797
4507,83.43000030517578
4703,83.12000274658203
4899,83.98999786376953
5095,82.87000274658203
5291,84.69000244140625
5487,82.83999633789062
5683,83.0
5879,84.08999633789062
6075,83.62999725341797
6271,83.16999816894531
6467,84.87000274658203
6663,84.19999694824219
6859,84.31999969482422
7055,84.41000366210938
7251,82.01000213623047
7447,83.91000366210938
7643,84.2300033569336
7839,82.98999786376953
8035,84.73999786376953
8231,84.94999694824219
8427,85.31999969482422
8623,83.68000030517578
8819,85.72000122070312
9015,84.44999694824219
9211,84.73999786376953
9407,85.83999633789062
9603,85.18000030517578
9799,85.58000183105469
9995,88.98999786376953
10191,89.58999633789062
10387,89.9000015258789
10583,90.0199966430664
10779,90.1500015258789
10975,90.06999969482422
11171,90.18000030517578
11367,90.3499984741211
11563,90.1500015258789
11759,90.0199966430664
11955,89.77999877929688
12151,90.2699966430664
12347,90.19999694824219
12543,90.23999786376953
12739,90.2300033569336
12935,90.08999633789062
13131,90.12999725341797
13327,89.94999694824219
13523,90.26000213623047
13719,89.94000244140625
13915,90.2699966430664
14111,90.61000061035156
14307,90.5199966430664
14503,90.37999725341797
14699,90.30000305175781
14895,90.56999969482422
15091,90.45999908447266
15287,90.54000091552734
15483,90.69999694824219
15679,90.2699966430664
15875,90.5199966430664
16071,90.56999969482422
16267,90.29000091552734
16463,90.66999816894531
16659,90.44000244140625
16855,90.4800033569336
17051,90.62999725341797
17247,90.54000091552734
17443,90.68000030517578
17639,90.87999725341797
17835,90.5999984741211
18031,90.52999877929688
18227,90.6500015258789
18423,90.80000305175781
18619,90.87000274658203
18815,90.70999908447266
19011,90.52999877929688
19207,90.81999969482422
19403,90.48999786376953
19599,90.51000213623047
19795,90.47000122070312
19991,90.80000305175781
20187,90.87999725341797
20383,90.55999755859375
20579,90.41999816894531
20775,90.44000244140625
20971,90.68000030517578
21167,90.72000122070312
21363,90.86000061035156
21559,90.6500015258789
21755,90.68000030517578
21951,90.7699966430664
22147,90.73999786376953
22343,90.33000183105469
22539,90.45999908447266
22735,90.8499984741211
22931,90.83000183105469
23127,90.43000030517578
23323,90.55999755859375
23519,90.69000244140625
23715,90.61000061035156
23911,90.43000030517578
24107,90.66999816894531
24303,90.70999908447266
24499,90.5
24695,90.54000091552734
24891,90.4800033569336
25087,90.41000366210938
25283,90.62000274658203
25479,90.66000366210938
25675,90.6500015258789
25871,90.27999877929688
26067,90.26000213623047
26263,90.19000244140625
26459,89.87999725341797
26655,90.5999984741211
26851,90.25
27047,90.36000061035156
27243,90.23999786376953
27439,90.37999725341797
27635,90.41999816894531
27831,90.9800033569336
28027,90.66999816894531
28223,90.44999694824219
28419,90.44000244140625
28615,89.97000122070312
28811,90.05000305175781
29007,90.33000183105469
29203,90.31999969482422
29399,90.19999694824219
29595,90.44999694824219
