,events.out.tfevents.1557735717.gpu1.cse.cuhk.edu.hk,events.out.tfevents.1557737088.gpu5.cse.cuhk.edu.hk
195,2.0482096672058105,2.122164726257324
391,1.8180903196334839,1.9773139953613281
587,1.3820452690124512,1.5779528617858887
783,1.0005484819412231,1.2378671169281006
979,1.4437992572784424,1.3152002096176147
1175,0.7161383628845215,0.8531010746955872
1371,0.886583685874939,0.9012267589569092
1567,0.7985939979553223,0.7833101749420166
1763,0.7210286855697632,0.6460847854614258
1959,0.6218138933181763,0.6205849647521973
2155,0.624579906463623,0.7879281044006348
2351,0.6008239984512329,0.637548565864563
2547,0.5908010005950928,0.6295593976974487
2743,0.445491224527359,0.45444804430007935
2939,0.39429235458374023,0.4137161672115326
3135,0.5649290084838867,0.47881898283958435
3331,0.44376519322395325,0.5411931872367859
3527,0.4665115177631378,0.43106165528297424
3723,0.6161884665489197,0.6482443809509277
3919,0.3857940435409546,0.49103713035583496
4115,0.6283547878265381,0.5585305094718933
4311,0.4698346257209778,0.48401230573654175
4507,0.5059783458709717,0.43650853633880615
4703,0.4182131588459015,0.3881850838661194
4899,0.4320007264614105,0.45076316595077515
5095,0.4173559248447418,0.39344751834869385
5291,0.38427722454071045,0.27375516295433044
5487,0.47202301025390625,0.5044366121292114
5683,0.4757258892059326,0.45563387870788574
5879,0.3141581416130066,0.3860670030117035
6075,0.3933602273464203,0.4351760447025299
6271,0.43072509765625,0.4261518120765686
6467,0.35131940245628357,0.32078903913497925
6663,0.4194115996360779,0.46464282274246216
6859,0.36559998989105225,0.39817532896995544
7055,0.49835532903671265,0.5427179336547852
7251,0.26759135723114014,0.2948565185070038
7447,0.34819495677948,0.420399010181427
7643,0.4984828531742096,0.45348167419433594
7839,0.5346472859382629,0.40981239080429077
8035,0.48535802960395813,0.47033852338790894
8231,0.507321298122406,0.49977731704711914
8427,0.24259673058986664,0.2478487193584442
8623,0.4381459951400757,0.43126776814460754
8819,0.3324984312057495,0.26415807008743286
9015,0.1557011604309082,0.2066982090473175
9211,0.26631706953048706,0.3227938115596771
9407,0.21444837749004364,0.20583099126815796
9603,0.31081971526145935,0.3573971390724182
9799,0.511721670627594,0.46910399198532104
9995,0.19439561665058136,0.22366194427013397
10191,0.3212338089942932,0.443891704082489
10387,0.0794752687215805,0.13434898853302002
10583,0.1468232274055481,0.13881222903728485
10779,0.10961627960205078,0.10814075171947479
10975,0.13470996916294098,0.10929901897907257
11171,0.20318153500556946,0.1930634081363678
11367,0.09225793927907944,0.1148095577955246
11563,0.07258828729391098,0.07492335140705109
11759,0.08309350907802582,0.08197219669818878
11955,0.06429131329059601,0.09671220183372498
12151,0.29107969999313354,0.17365548014640808
12347,0.06870682537555695,0.06399606168270111
12543,0.14732614159584045,0.24445639550685883
12739,0.0908246859908104,0.1131945252418518
12935,0.038278043270111084,0.06916529685258865
13131,0.03523135185241699,0.03247513622045517
13327,0.03300312161445618,0.13757802546024323
13523,0.174850195646286,0.10104203224182129
13719,0.1267518699169159,0.10035978257656097
13915,0.06893739849328995,0.065992072224617
14111,0.06494266539812088,0.047132544219493866
14307,0.010743104852735996,0.011388140730559826
14503,0.04144623875617981,0.07607290893793106
14699,0.044732287526130676,0.055849362164735794
14895,0.0419079065322876,0.04105222970247269
15091,0.0745062530040741,0.014358543790876865
15287,0.1362866461277008,0.10493175685405731
15483,0.009917298331856728,0.03067280538380146
15679,0.10165390372276306,0.09074729681015015
15875,0.041422948241233826,0.05606620013713837
16071,0.06413595378398895,0.010076302103698254
16267,0.009261464700102806,0.007297491654753685
16463,0.057887330651283264,0.06383246183395386
16659,0.012914168648421764,0.07947685569524765
16855,0.05198485404253006,0.0820523127913475
17051,0.024797260761260986,0.09863518178462982
17247,0.039419516921043396,0.04437390714883804
17443,0.01812390610575676,0.06323868036270142
17639,0.03585593402385712,0.06354846060276031
17835,0.02111700177192688,0.02904694899916649
18031,0.04577506333589554,0.022175710648298264
18227,0.02814594656229019,0.07675348967313766
18423,0.12574365735054016,0.12055861204862595
18619,0.07256101816892624,0.03628707677125931
18815,0.008946359157562256,0.019912833347916603
19011,0.018562400713562965,0.033504389226436615
19207,0.01084357500076294,0.039324622601270676
19403,0.05236039683222771,0.01803683675825596
19599,0.03155665844678879,0.014591402374207973
19795,0.007481944747269154,0.013658767566084862
19991,0.04314734786748886,0.056581851094961166
20187,0.030397864058613777,0.03839881718158722
20383,0.014566991478204727,0.008523225784301758
20579,0.029401032254099846,0.022036170586943626
20775,0.06242547184228897,0.009454506449401379
20971,0.02362353354692459,0.058167919516563416
21167,0.034089863300323486,0.07561352849006653
21363,0.11126063019037247,0.05133858323097229
21559,0.05451617017388344,0.03581643104553223
21755,0.05452335625886917,0.05176021158695221
21951,0.06078724190592766,0.14964544773101807
22147,0.02070298045873642,0.022240513935685158
22343,0.012857627123594284,0.024538923054933548
22539,0.04073125123977661,0.05822303518652916
22735,0.05895201116800308,0.10837240517139435
22931,0.021192753687500954,0.03751232475042343
23127,0.048842377960681915,0.03353802114725113
23323,0.049679774791002274,0.027359796687960625
23519,0.01691359281539917,0.10628309845924377
23715,0.022395581007003784,0.02884216420352459
23911,0.011678850278258324,0.022740865126252174
24107,0.02267279662191868,0.007549196481704712
24303,0.010349016636610031,0.031186873093247414
