,events.out.tfevents.1557053764.gpu17,events.out.tfevents.1557061677.gpu17
195,1.4860522747039795,1.407128095626831
391,1.4586758613586426,1.4489810466766357
587,0.9748061895370483,0.9970144033432007
783,0.7485857605934143,0.7100629210472107
979,1.0925512313842773,0.8310049176216125
1175,0.7860454320907593,0.7247109413146973
1371,0.6276702880859375,0.577727198600769
1567,0.95467209815979,0.8538569211959839
1763,0.5772492289543152,0.5796419978141785
1959,0.6166792511940002,0.6651819348335266
2155,0.45753607153892517,0.41121596097946167
2351,0.6155884265899658,0.6591029167175293
2547,0.6495568156242371,0.5727301836013794
2743,0.8322911262512207,0.7279469966888428
2939,0.7137999534606934,0.8128686547279358
3135,0.6108909845352173,0.5668637156486511
3331,0.6264773607254028,0.4655700922012329
3527,0.48792290687561035,0.534002959728241
3723,0.26314160227775574,0.3530527949333191
3919,0.39277276396751404,0.3519930839538574
4115,0.5198231935501099,0.47429126501083374
4311,0.6391866207122803,0.5553369522094727
4507,0.49098867177963257,0.47915419936180115
4703,0.8971737027168274,0.8025718927383423
4899,0.5234532952308655,0.5558943748474121
5095,0.585888147354126,0.5837436318397522
5291,0.509178876876831,0.4364454746246338
5487,0.4095942974090576,0.327693372964859
5683,0.39109373092651367,0.45397496223449707
5879,0.5120207667350769,0.5326893329620361
6075,0.43603119254112244,0.4290517568588257
6271,0.37240251898765564,0.4125142991542816
6467,0.45791029930114746,0.5458988547325134
6663,0.37670859694480896,0.36161449551582336
6859,0.31868767738342285,0.3267742991447449
7055,0.41350072622299194,0.392941951751709
7251,0.33914124965667725,0.3673391342163086
7447,0.7271345853805542,0.582042396068573
7643,0.45001220703125,0.5527923107147217
7839,0.6707608699798584,0.7447332739830017
8035,0.4863550364971161,0.48499563336372375
8231,0.47833842039108276,0.38656359910964966
8427,0.5042005777359009,0.5589814782142639
8623,0.4580076336860657,0.46772193908691406
8819,0.31845295429229736,0.30237844586372375
9015,0.4054235816001892,0.3613995611667633
9211,0.5745115280151367,0.44236963987350464
9407,0.33325979113578796,0.3170471787452698
9603,0.3359608054161072,0.304859459400177
9799,0.4667329788208008,0.4636189937591553
9995,0.32729092240333557,0.2806454002857208
10191,0.17056792974472046,0.17876361310482025
10387,0.3052387833595276,0.3360331952571869
10583,0.2880833148956299,0.23936787247657776
10779,0.18299296498298645,0.15526710450649261
10975,0.20909935235977173,0.22973421216011047
11171,0.2762869894504547,0.21502786874771118
11367,0.1500352919101715,0.16298586130142212
11563,0.19504839181900024,0.17764092981815338
11759,0.06364644318819046,0.09986186027526855
11955,0.2492809295654297,0.24367006123065948
12151,0.13549289107322693,0.09776265919208527
12347,0.13348288834095,0.23266305029392242
12543,0.0701717957854271,0.07994227856397629
12739,0.12998607754707336,0.11037550866603851
12935,0.15511883795261383,0.20491907000541687
13131,0.155939981341362,0.099893718957901
13327,0.13007117807865143,0.1833866834640503
13523,0.24558480083942413,0.16739267110824585
13719,0.15907858312129974,0.2503562271595001
13915,0.0868360623717308,0.08399190753698349
14111,0.17375889420509338,0.13477477431297302
14307,0.07054844498634338,0.0815940722823143
14503,0.041516825556755066,0.03212090581655502
14699,0.047893449664115906,0.07585800439119339
14895,0.2243574559688568,0.08244883269071579
15091,0.11242759972810745,0.03751042112708092
15287,0.09589085727930069,0.0847596675157547
15483,0.14031821489334106,0.042781077325344086
15679,0.0470443069934845,0.015030385926365852
15875,0.1056416779756546,0.03575636446475983
16071,0.057060401886701584,0.16804322600364685
16267,0.0485442616045475,0.08509884029626846
16463,0.07910478115081787,0.06925244629383087
16659,0.05275873839855194,0.10115037858486176
16855,0.12791000306606293,0.11510176211595535
17051,0.00991850160062313,0.009436845779418945
17247,0.050436876714229584,0.10056640207767487
17443,0.11349059641361237,0.11081413924694061
17639,0.13056296110153198,0.07758630067110062
17835,0.09029033780097961,0.1159387081861496
18031,0.08346595615148544,0.06763486564159393
18227,0.03683040291070938,0.0066501363180577755
18423,0.1039128378033638,0.12535490095615387
18619,0.007707695476710796,0.009284451603889465
18815,0.011216680519282818,0.02965499460697174
19011,0.015497693791985512,0.07231520116329193
19207,0.03490738198161125,0.07869962602853775
19403,0.031421247869729996,0.00829499401152134
19599,0.08286653459072113,0.032086554914712906
19795,0.22690290212631226,0.14322499930858612
19991,0.07171536982059479,0.04683069884777069
20187,0.07317189872264862,0.048512157052755356
20383,0.016091136261820793,0.014395313337445259
20579,0.12212838232517242,0.08953803777694702
20775,0.06254138052463531,0.07202742993831635
20971,0.030452251434326172,0.13264964520931244
21167,0.0840005874633789,0.12704157829284668
21363,0.03602588176727295,0.040073052048683167
21559,0.03658919781446457,0.037924908101558685
21755,0.05902201309800148,0.04069747030735016
21951,0.10096658766269684,0.13579604029655457
22147,0.02802669070661068,0.03953005373477936
22343,0.09061402827501297,0.10155106335878372
22539,0.004269449971616268,0.01269918866455555
22735,0.07714574038982391,0.04399631917476654
22931,0.04266001284122467,0.14880412817001343
23127,0.057959478348493576,0.07719919085502625
23323,0.010006708092987537,0.06331166625022888
23519,0.008514096960425377,0.08091811835765839
23715,0.030561674386262894,0.057217348366975784
23911,0.13190026581287384,0.0672343373298645
24107,0.07028784602880478,0.06456364691257477
24303,0.0659635066986084,0.13117854297161102
24499,0.01918759196996689,0.034829698503017426
24695,0.0392264798283577,0.007822567597031593
24891,0.11683224141597748,0.10580500960350037
25087,0.03765435889363289,0.0648714005947113
25283,0.17671383917331696,0.13015246391296387
25479,0.03827698156237602,0.015952300280332565
25675,0.032955314964056015,0.018154926598072052
25871,0.0072065372951328754,0.008607280440628529
26067,0.1567429155111313,0.11020359396934509
26263,0.022922934964299202,0.047220177948474884
26459,0.036375876516103745,0.015507446601986885
26655,0.05649323761463165,0.05214175209403038
26851,0.044914357364177704,0.020124193280935287
27047,0.039281897246837616,0.016690358519554138
27243,0.06724291294813156,0.03391120955348015
27439,0.02690931409597397,0.12285254895687103
27635,0.054922230541706085,0.05967757850885391
27831,0.040972184389829636,0.018753286451101303
28027,0.03777835890650749,0.03330923616886139
28223,0.18135401606559753,0.27087390422821045
28419,0.05914875492453575,0.01474439911544323
28615,0.038432881236076355,0.03040516935288906
28811,0.042277753353118896,0.05366816371679306
29007,0.03696179389953613,0.05404205620288849
29203,0.1037546694278717,0.045586757361888885
29399,0.07292928546667099,0.047214653342962265
29595,0.026425976306200027,0.07069546729326248
