,events.out.tfevents.1556447983.gpu2.cse.cuhk.edu.hk,events.out.tfevents.1556550143.gpu2.cse.cuhk.edu.hk
195,17.809999465942383,17.139999389648438
391,25.18000030517578,26.579999923706055
587,29.700000762939453,28.59000015258789
783,38.189998626708984,39.459999084472656
979,41.630001068115234,40.91999816894531
1175,46.130001068115234,45.18000030517578
1371,45.5,46.220001220703125
1567,46.5,46.43000030517578
1763,49.189998626708984,47.4900016784668
1959,50.220001220703125,49.900001525878906
2155,49.90999984741211,51.56999969482422
2351,49.38999938964844,49.38999938964844
2547,53.06999969482422,53.380001068115234
2743,52.34000015258789,52.7599983215332
2939,53.93000030517578,52.84000015258789
3135,54.77000045776367,55.33000183105469
3331,53.38999938964844,53.439998626708984
3527,54.470001220703125,54.86000061035156
3723,54.31999969482422,55.290000915527344
3919,53.290000915527344,54.27000045776367
4115,56.06999969482422,53.43000030517578
4311,55.41999816894531,56.099998474121094
4507,55.540000915527344,56.119998931884766
4703,54.349998474121094,55.7400016784668
4899,56.66999816894531,57.0
5095,56.630001068115234,55.18000030517578
5291,57.099998474121094,58.0099983215332
5487,55.88999938964844,57.41999816894531
5683,56.84000015258789,57.540000915527344
5879,56.18000030517578,56.15999984741211
6075,58.029998779296875,57.40999984741211
6271,55.900001525878906,57.900001525878906
6467,57.18000030517578,57.13999938964844
6663,57.599998474121094,58.22999954223633
6859,57.56999969482422,55.939998626708984
7055,57.060001373291016,57.84000015258789
7251,57.529998779296875,56.91999816894531
7447,57.83000183105469,55.63999938964844
7643,56.7400016784668,58.22999954223633
7839,58.83000183105469,58.630001068115234
8035,58.38999938964844,59.08000183105469
8231,57.63999938964844,55.650001525878906
8427,57.38999938964844,58.31999969482422
8623,58.040000915527344,58.4900016784668
8819,57.40999984741211,57.869998931884766
9015,56.790000915527344,58.04999923706055
9211,58.7400016784668,58.33000183105469
9407,58.11000061035156,57.4900016784668
9603,59.38999938964844,57.5099983215332
9799,58.97999954223633,59.83000183105469
9995,66.30999755859375,66.41999816894531
10191,66.7699966430664,66.43000030517578
10387,67.11000061035156,66.83000183105469
10583,67.0999984741211,66.76000213623047
