,events.out.tfevents.1556457045.gpu2.cse.cuhk.edu.hk,events.out.tfevents.1556558412.gpu2.cse.cuhk.edu.hk
195,13.859999656677246,13.390000343322754
391,20.030000686645508,20.510000228881836
587,28.469999313354492,29.6299991607666
783,34.5099983215332,32.29999923706055
979,37.7599983215332,36.5
1175,42.279998779296875,40.400001525878906
1371,44.11000061035156,44.22999954223633
1567,44.66999816894531,46.540000915527344
1763,47.7599983215332,47.81999969482422
1959,47.95000076293945,48.79999923706055
2155,51.79999923706055,51.310001373291016
2351,50.0,51.63999938964844
2547,51.279998779296875,51.41999816894531
2743,51.650001525878906,53.599998474121094
2939,53.5,51.90999984741211
3135,52.20000076293945,53.29999923706055
3331,52.72999954223633,53.290000915527344
3527,54.43000030517578,55.86000061035156
3723,56.09000015258789,54.70000076293945
3919,55.619998931884766,55.91999816894531
4115,54.349998474121094,54.060001373291016
4311,55.91999816894531,54.880001068115234
4507,56.31999969482422,55.880001068115234
4703,55.9900016784668,55.86000061035156
4899,56.869998931884766,57.95000076293945
5095,56.63999938964844,56.72999954223633
5291,56.099998474121094,55.939998626708984
5487,55.720001220703125,55.70000076293945
5683,58.119998931884766,56.529998779296875
5879,56.84000015258789,57.4900016784668
6075,57.959999084472656,56.97999954223633
6271,57.790000915527344,58.68000030517578
6467,58.0,58.13999938964844
6663,56.11000061035156,57.31999969482422
6859,58.369998931884766,57.849998474121094
7055,58.7400016784668,59.790000915527344
7251,58.279998779296875,58.47999954223633
7447,56.84000015258789,57.29999923706055
7643,59.209999084472656,57.83000183105469
7839,57.08000183105469,58.060001373291016
8035,57.84000015258789,57.75
8231,57.970001220703125,59.2400016784668
8427,58.45000076293945,58.22999954223633
8623,58.65999984741211,58.959999084472656
8819,58.060001373291016,59.68000030517578
9015,59.099998474121094,58.0099983215332
9211,58.58000183105469,58.81999969482422
9407,58.810001373291016,58.0
9603,60.029998779296875,59.11000061035156
9799,57.45000076293945,58.459999084472656
9995,66.5199966430664,66.54000091552734
10191,67.25,66.80999755859375
10387,67.75,67.91999816894531
10583,67.75,67.83000183105469
10779,67.77999877929688,67.81999969482422
10975,68.11000061035156,68.1500015258789
