,events.out.tfevents.1556051686.xinyan
0,25.239999771118164
235,96.41999816894531
470,96.94999694824219
705,97.47000122070312
940,97.75
1175,97.56999969482422
1410,97.72000122070312
1645,97.80000305175781
1880,97.8499984741211
2115,98.05999755859375
2350,97.77999877929688
2585,98.16000366210938
2820,98.30000305175781
3055,97.80999755859375
3290,98.08000183105469
3525,98.16000366210938
3760,98.06999969482422
3995,98.06999969482422
4230,98.19000244140625
4465,98.25
4700,98.13999938964844
