,events.out.tfevents.1556377119.gpu1.cse.cuhk.edu.hk
195,35.630001068115234
391,50.650001525878906
587,60.79999923706055
783,68.48999786376953
979,72.16999816894531
1175,74.76000213623047
1371,76.05000305175781
1567,75.5
1763,79.80999755859375
1959,80.04000091552734
2155,80.51000213623047
2351,79.04000091552734
2547,81.4800033569336
2743,82.80999755859375
2939,82.8499984741211
3135,80.08999633789062
3331,83.45999908447266
3527,83.11000061035156
3723,82.20999908447266
3919,82.80999755859375
4115,83.44000244140625
4311,83.08999633789062
4507,82.68000030517578
4703,82.79000091552734
4899,84.01000213623047
5095,83.55999755859375
5291,81.11000061035156
5487,84.52999877929688
5683,85.16999816894531
5879,84.2300033569336
6075,84.41999816894531
6271,83.7699966430664
6467,84.41000366210938
6663,84.83000183105469
6859,85.37000274658203
7055,84.08000183105469
7251,85.44999694824219
7447,84.04000091552734
7643,84.38999938964844
7839,84.66000366210938
8035,85.37999725341797
8231,84.5
8427,84.79000091552734
8623,84.9000015258789
8819,84.9000015258789
9015,84.04000091552734
9211,86.05999755859375
9407,86.83999633789062
9603,84.63999938964844
9799,85.69999694824219
9995,90.0999984741211
10191,90.41999816894531
10387,90.91999816894531
10583,90.76000213623047
10779,90.94000244140625
10975,91.22000122070312
11171,91.02999877929688
11367,91.01000213623047
11563,91.16000366210938
11759,91.1500015258789
11955,91.05000305175781
12151,91.2300033569336
12347,91.30000305175781
12543,91.23999786376953
12739,91.06999969482422
12935,91.30000305175781
13131,91.20999908447266
13327,91.4000015258789
13523,91.33000183105469
13719,90.93000030517578
13915,91.54000091552734
14111,91.72000122070312
14307,91.4800033569336
14503,91.66000366210938
14699,91.66999816894531
14895,91.76000213623047
15091,91.58000183105469
15287,91.80999755859375
15483,91.83000183105469
15679,91.76000213623047
15875,91.5
16071,91.77999877929688
16267,91.48999786376953
16463,91.6500015258789
16659,91.69999694824219
16855,91.69000244140625
17051,91.37000274658203
17247,91.73999786376953
17443,91.77999877929688
17639,91.52999877929688
17835,91.5
18031,91.73999786376953
18227,91.52999877929688
18423,91.48999786376953
18619,91.41000366210938
18815,91.4800033569336
19011,91.5199966430664
19207,91.66999816894531
19403,91.81999969482422
19599,91.43000030517578
19795,91.44999694824219
19991,91.26000213623047
20187,91.52999877929688
20383,91.51000213623047
20579,91.4800033569336
20775,91.44000244140625
20971,91.54000091552734
21167,91.73999786376953
21363,91.62000274658203
21559,91.58999633789062
21755,91.43000030517578
21951,91.44000244140625
22147,91.69000244140625
22343,91.5
22539,91.58000183105469
22735,91.45999908447266
22931,91.7699966430664
23127,91.29000091552734
23323,91.2699966430664
23519,91.41000366210938
23715,91.33999633789062
23911,91.44999694824219
24107,91.43000030517578
24303,91.43000030517578
24499,91.16000366210938
24695,91.58000183105469
24891,91.12999725341797
25087,91.44000244140625
25283,91.58000183105469
25479,91.22000122070312
25675,91.77999877929688
25871,91.44999694824219
26067,91.7300033569336
26263,91.5199966430664
26459,91.47000122070312
26655,91.54000091552734
26851,91.62000274658203
27047,91.3499984741211
27243,91.66999816894531
27439,91.22000122070312
27635,91.66999816894531
27831,91.33999633789062
28027,91.5999984741211
28223,91.63999938964844
28419,91.69000244140625
28615,91.2699966430664
28811,91.44999694824219
29007,91.2699966430664
29203,91.08999633789062
29399,91.4800033569336
29595,91.27999877929688
