,events.out.tfevents.1557028051.gpu1.cse.cuhk.edu.hk
195,4.0533294677734375
391,4.147513389587402
587,3.630363941192627
783,3.263896942138672
979,2.9063048362731934
1175,2.984856605529785
1371,2.5768797397613525
1567,2.2694928646087646
1763,2.108306884765625
1959,1.9818027019500732
2155,1.7462372779846191
2351,2.1586527824401855
2547,1.5093433856964111
2743,1.8328107595443726
2939,1.5948649644851685
3135,2.04072904586792
3331,1.3865571022033691
3527,1.6131304502487183
3723,1.2429356575012207
3919,1.5053902864456177
4115,1.5648478269577026
4311,1.4057161808013916
4507,1.2751247882843018
4703,1.445054292678833
4899,1.1877849102020264
5095,1.338884949684143
5291,1.2850086688995361
5487,1.1737077236175537
5683,1.3518669605255127
5879,1.4234271049499512
6075,1.520336389541626
6271,1.2604732513427734
6467,1.2397074699401855
6663,1.3594436645507812
6859,1.103604793548584
7055,0.9288458824157715
7251,1.5900700092315674
7447,1.0948879718780518
7643,1.3093689680099487
7839,1.0134482383728027
8035,0.945545494556427
8231,1.0904960632324219
8427,1.0984258651733398
8623,1.365846037864685
8819,1.153976559638977
9015,1.0595324039459229
9211,1.2037001848220825
9407,1.0097875595092773
9603,1.251063346862793
9799,1.1447697877883911
9995,0.4902588129043579
10191,0.4877241849899292
10387,0.4624042212963104
10583,0.6040161848068237
10779,0.25519058108329773
10975,0.31342533230781555
11171,0.44323354959487915
11367,0.23789796233177185
11563,0.24951951205730438
11759,0.41791048645973206
11955,0.34436988830566406
12151,0.2859874367713928
12347,0.22894218564033508
12543,0.25458046793937683
12739,0.2943326234817505
12935,0.22043955326080322
13131,0.3203643560409546
13327,0.24059082567691803
13523,0.363835871219635
13719,0.22405637800693512
13915,0.23675936460494995
14111,0.1318318396806717
14307,0.15113003551959991
